"(5, 3)",50,49
"(5, 3)",50,49
"(5, 4)",70,48
"(5, 5)",50,47
"(5, 4)",90,46
"(5, 3)",90,45
"(4, 3)",80,44
"(4, 4)",110,43
"(4, 5)",150,44
"(3, 5)",130,43
"(2, 5)",170,44
"(1, 5)",180,45
"(1, 4)",150,44
"(1, 3)",170,49
"(1, 2)",190,48
"(1, 1)",190,47
"(2, 1)",210,46
"(2, 1)",220,46
"(1, 1)",250,51
"(1, 2)",240,50
"(1, 3)",250,49
"(1, 4)",230,48
"(2, 4)",250,47
"(3, 4)",280,46
"(3, 3)",310,45
"(2, 3)",290,44
"(3, 3)",280,43
"(3, 4)",290,42
"(3, 4)",320,42
"(3, 5)",310,49
"(2, 5)",350,48
"(1, 5)",360,47
"(1, 4)",390,46
"(1, 4)",350,46
"(1, 4)",410,46
"(1, 3)",420,29
"(1, 2)",410,28
"(0, 2)",400,27
"(0, 3)",450,26
"(0, 2)",410,25
"(1, 2)",470,24
"(1, 3)",460,23
"(1, 4)",460,22
"(1, 5)",470,21
"(2, 5)",490,20
"(3, 5)",490,19
"(3, 4)",490,18
"(3, 3)",510,17
"(2, 3)",510,16
"(3, 3)",530,15
"(3, 4)",540,14
"(4, 4)",550,13
"(4, 3)",540,12
"(4, 2)",550,11
"(5, 2)",590,10
"(5, 1)",590,9
"(5, 0)",630,8
"(5, 1)",590,7
"(5, 2)",650,6
"(4, 2)",610,5
"(4, 3)",640,4
"(4, 4)",640,3
"(3, 4)",640,2
"(3, 3)",660,1
"(2, 3)",670,0
